order_id,supplier,category,order_date,promised_date,actual_date,ordered_qty,delivered_qty,rejected_qty,base_price,actual_price,complaints,payment_status
ORD-1018,Nova Logistics,Components,2023-10-22,2023-10-29,2023-11-03,775,620,124,37,37.34376398043448,0,Delayed
ORD-1019,Precision Parts,Raw Materials,2023-01-15,2023-01-21,2023-01-21,423,423,4,12,12.09128573667643,0,Delayed
ORD-1020,Omega Industries,Raw Materials,2023-12-02,2023-12-11,2023-12-16,328,262,26,14,15.242751558751563,0,Delayed
ORD-1021,Beta Corp,Machinery,2023-09-11,2023-09-22,2023-09-22,246,246,0,63,65.70226098890733,0,Under Review
ORD-1022,Apex Logistics,Raw Materials,2023-08-03,2023-08-12,2023-08-12,843,826,0,89,99.59562450347973,0,On-Time
ORD-1023,Quantum Logistics,Fasteners,2023-09-09,2023-09-21,2023-09-21,222,222,0,92,100.57114430063392,0,On-Time
ORD-1024,Omega Industries,Packaging,2023-07-16,2023-07-29,2023-08-03,852,596,89,61,63.636522316536244,0,Under Review
ORD-1025,Precision Parts,Fasteners,2023-04-29,2023-05-05,2023-05-05,841,841,0,42,44.73277943024293,0,On-Time
ORD-1026,Nexus Trading,Tools,2023-04-25,2023-05-02,2023-05-02,430,430,0,16,17.86111721659348,0,On-Time
ORD-1027,Mega Corp,Machinery,2023-07-28,2023-08-06,2023-08-06,967,967,0,76,78.67225188043841,0,Under Review
ORD-1028,Nova Logistics,Raw Materials,2023-04-13,2023-04-19,2023-05-04,504,302,15,39,43.907863884930165,0,On-Time
ORD-1029,Vertex Solutions,Machinery,2023-08-08,2023-08-14,2023-08-16,357,349,3,44,42.66183691747789,0,Delayed
ORD-1030,Speedy Supply,Electronics,2023-09-22,2023-10-02,2023-10-02,102,96,4,51,51.633224914038124,0,On-Time
ORD-1031,Mega Corp,Electronics,2023-05-09,2023-05-21,2023-05-21,507,507,0,28,27.22288694662266,0,On-Time
ORD-1032,Fusion Materials,Electronics,2023-10-27,2023-11-02,2023-11-02,759,759,0,57,58.6541941845889,0,Delayed
ORD-1033,Precision Parts,Machinery,2023-05-17,2023-05-22,2023-05-22,377,377,0,83,89.94427842562831,0,On-Time
ORD-1034,Prime Suppliers,Tools,2023-07-01,2023-07-10,2023-07-14,434,412,0,81,89.44330101460164,0,On-Time
ORD-1035,Omega Industries,Machinery,2023-07-01,2023-07-13,2023-07-25,323,226,22,92,88.09474414197635,0,On-Time
ORD-1036,Stellar Components,Fasteners,2023-06-29,2023-07-12,2023-07-12,728,728,0,72,68.76576734593542,0,On-Time
ORD-1037,Mega Corp,Tools,2023-07-04,2023-07-17,2023-07-17,695,695,0,47,50.81940498754366,0,On-Time
ORD-1038,Precision Parts,Raw Materials,2023-02-20,2023-03-02,2023-03-03,379,371,3,48,48.71279215932891,0,On-Time
ORD-1039,Global Parts Inc,Machinery,2023-11-06,2023-11-13,2023-11-13,426,426,0,28,31.259064891513518,0,Delayed
ORD-1040,Prime Suppliers,Chemicals,2023-12-04,2023-12-11,2023-12-11,437,437,0,22,25.175387880505557,0,On-Time
ORD-1041,Omega Industries,Components,2023-11-12,2023-11-18,2023-11-23,181,181,18,11,10.514552381507338,0,On-Time
ORD-1042,Prime Suppliers,Chemicals,2023-02-03,2023-02-13,2023-02-15,426,426,21,74,83.35262946007005,1,On-Time
ORD-1043,Stellar Components,Machinery,2023-09-05,2023-09-13,2023-09-13,326,326,0,95,90.98299905394762,0,On-Time
ORD-1044,Quantum Logistics,Fasteners,2023-12-30,2024-01-04,2024-01-04,912,912,0,33,36.381159083202206,0,Under Review
ORD-1045,Atlas Logistics,Machinery,2023-11-01,2023-11-13,2023-11-14,884,884,0,21,20.80058712827996,0,On-Time
ORD-1046,Horizon Industries,Components,2023-02-15,2023-02-25,2023-02-25,789,789,0,27,27.599344512807754,0,On-Time
ORD-1047,Nexus Trading,Packaging,2023-03-14,2023-03-20,2023-03-20,354,354,0,26,26.138204435308644,0,On-Time
ORD-1048,Alpha Parts,Packaging,2023-03-21,2023-04-02,2023-04-14,255,153,15,10,10.338044298945746,0,On-Time
ORD-1049,Precision Parts,Chemicals,2023-04-14,2023-04-22,2023-04-23,943,943,0,25,27.5004326934994,0,Delayed
ORD-1050,Atlas Logistics,Chemicals,2023-07-29,2023-08-06,2023-08-06,814,814,0,64,70.6162735845363,0,On-Time
ORD-1051,Omega Industries,Raw Materials,2023-02-15,2023-02-27,2023-03-14,825,825,123,18,20.69077525904365,0,On-Time
ORD-1052,Delta Manufacturing,Raw Materials,2023-03-08,2023-03-21,2023-03-21,855,855,0,69,73.60742737299994,0,On-Time
ORD-1053,Vertex Solutions,Packaging,2023-06-28,2023-07-11,2023-07-12,607,607,0,27,28.924638030124328,0,On-Time
ORD-1054,Titan Supply,Fasteners,2023-04-03,2023-04-08,2023-04-08,837,837,0,18,17.412885582233585,0,On-Time
ORD-1055,Atlas Logistics,Raw Materials,2023-08-01,2023-08-15,2023-08-15,370,370,0,88,96.73720647505448,0,On-Time
ORD-1056,Fusion Materials,Electronics,2023-09-09,2023-09-15,2023-09-15,690,690,0,85,93.4899749410611,0,Delayed
ORD-1057,Apex Logistics,Tools,2023-05-14,2023-05-22,2023-05-22,357,357,0,92,98.21907837910989,0,On-Time
ORD-1058,Nexus Trading,Components,2023-10-13,2023-10-19,2023-10-20,402,402,0,60,65.95576126473287,0,On-Time
ORD-1059,Beta Corp,Raw Materials,2023-11-08,2023-11-19,2023-11-19,482,482,0,83,94.81941380425275,0,On-Time
ORD-1060,Fusion Materials,Chemicals,2023-06-16,2023-06-24,2023-06-24,853,853,8,98,105.13185285851198,0,On-Time
ORD-1061,Fusion Materials,Components,2023-03-26,2023-04-01,2023-04-01,485,485,0,54,60.82499182700913,0,On-Time
ORD-1062,Nexus Trading,Chemicals,2023-03-20,2023-03-31,2023-03-31,946,946,0,68,73.56561125359059,0,On-Time
ORD-1063,Global Parts Inc,Fasteners,2023-01-31,2023-02-09,2023-02-09,938,938,0,54,51.75449131653644,0,On-Time
ORD-1064,Nova Logistics,Packaging,2023-12-24,2024-01-07,2024-01-12,945,567,28,35,35.52715261275395,0,On-Time
ORD-1065,Mega Corp,Fasteners,2023-12-01,2023-12-07,2023-12-07,322,322,0,83,94.14854794223565,0,On-Time
ORD-1066,Swift Transport,Tools,2023-03-11,2023-03-20,2023-03-22,973,924,0,65,71.09305184375089,0,On-Time
ORD-1067,Vertex Solutions,Packaging,2023-10-23,2023-11-04,2023-11-04,799,799,0,29,29.001266303890322,0,Delayed
ORD-1068,Omega Industries,Electronics,2023-09-06,2023-09-14,2023-09-26,839,503,25,77,83.3580275809204,0,On-Time
ORD-1069,Delta Manufacturing,Raw Materials,2023-03-31,2023-04-14,2023-04-14,925,906,0,60,66.33947842976485,0,On-Time
ORD-1070,Swift Transport,Machinery,2023-04-30,2023-05-13,2023-05-17,476,476,0,44,47.84974279834066,0,On-Time
ORD-1071,Zenith Suppliers,Packaging,2023-08-22,2023-08-29,2023-08-29,296,296,0,74,80.98377010456326,1,On-Time
ORD-1072,Prime Suppliers,Tools,2023-07-21,2023-07-26,2023-07-26,557,557,0,75,77.02138430688942,0,Under Review
ORD-1073,Quality First,Electronics,2023-03-03,2023-03-16,2023-03-16,312,312,0,78,86.4169179443741,0,On-Time
ORD-1074,Quantum Logistics,Electronics,2023-04-10,2023-04-15,2023-04-16,402,402,0,81,85.27665557413782,0,On-Time
ORD-1075,Precision Parts,Electronics,2023-12-27,2024-01-09,2024-01-09,364,364,0,94,104.30463435470702,1,On-Time
ORD-1076,Omega Industries,Fasteners,2023-03-22,2023-03-31,2023-04-12,360,288,14,19,19.97950291015574,0,On-Time
ORD-1077,Alpha Parts,Raw Materials,2023-01-29,2023-02-08,2023-02-13,616,616,61,22,24.068775153820507,0,On-Time
ORD-1078,Mega Corp,Packaging,2023-05-10,2023-05-17,2023-05-17,890,890,8,99,102.72591278278985,0,Under Review
ORD-1079,Horizon Industries,Packaging,2023-06-18,2023-06-26,2023-06-26,191,187,0,24,26.72063597849734,0,On-Time
ORD-1080,Swift Transport,Fasteners,2023-01-17,2023-01-25,2023-01-27,949,901,18,77,83.39570970230024,0,Delayed
ORD-1081,Quantum Logistics,Tools,2023-08-05,2023-08-11,2023-08-12,816,816,0,35,33.44049358759862,0,Delayed
ORD-1082,Prime Suppliers,Fasteners,2023-11-02,2023-11-09,2023-11-09,150,150,0,82,80.55072179125531,0,On-Time
ORD-1083,Titan Supply,Tools,2023-12-18,2023-12-24,2023-12-26,292,292,0,24,24.208695904236492,1,On-Time
ORD-1084,Swift Transport,Machinery,2023-01-17,2023-01-24,2023-01-26,515,515,0,12,13.623212227365544,0,Delayed
ORD-1085,Speedy Supply,Packaging,2023-02-15,2023-03-01,2023-03-01,266,252,5,53,58.28106056854422,0,On-Time
ORD-1086,Beta Corp,Machinery,2023-09-07,2023-09-15,2023-09-15,330,330,0,66,62.85750389504877,0,On-Time
ORD-1087,Vertex Solutions,Machinery,2023-12-20,2024-01-01,2024-01-01,990,990,0,19,19.67315319085553,0,Under Review
ORD-1088,Alpha Parts,Electronics,2023-05-08,2023-05-16,2023-05-31,816,816,122,88,97.78508679555021,0,On-Time
ORD-1089,Quantum Logistics,Raw Materials,2023-11-03,2023-11-16,2023-11-17,385,385,0,73,74.79159728951785,0,On-Time
ORD-1090,Phoenix Trading,Packaging,2023-06-06,2023-06-19,2023-06-19,478,468,0,56,62.20338062512304,0,Delayed
ORD-1091,Delta Manufacturing,Machinery,2023-04-04,2023-04-09,2023-04-09,745,745,0,60,65.58302086556517,0,On-Time
ORD-1092,Nexus Trading,Packaging,2023-09-26,2023-10-03,2023-10-03,663,663,0,81,88.09174140995606,0,Delayed
ORD-1093,Nova Logistics,Packaging,2023-07-10,2023-07-16,2023-07-21,951,570,114,91,90.51906795788956,0,On-Time
ORD-1094,Beta Corp,Packaging,2023-01-08,2023-01-17,2023-01-17,148,148,0,40,43.21814434897973,0,On-Time
ORD-1095,Global Parts Inc,Components,2023-06-08,2023-06-19,2023-06-19,167,167,0,27,28.87776486999009,0,On-Time
ORD-1096,Elite Materials,Packaging,2023-08-08,2023-08-20,2023-08-22,790,790,0,72,76.57345843714234,0,On-Time
ORD-1097,Global Parts Inc,Packaging,2023-08-26,2023-09-06,2023-09-06,640,640,0,45,46.424188153980985,0,Delayed
ORD-1098,Apex Logistics,Raw Materials,2023-07-16,2023-07-30,2023-07-30,487,487,0,16,16.701646410932195,0,On-Time
ORD-1099,Vertex Solutions,Components,2023-12-13,2023-12-21,2023-12-21,660,646,0,79,77.03165813176501,0,On-Time
ORD-1100,Mega Corp,Components,2023-09-19,2023-09-30,2023-09-30,511,511,0,12,13.472975002662913,0,On-Time
ORD-1101,Global Parts Inc,Machinery,2023-12-30,2024-01-09,2024-01-09,921,921,0,62,70.93238345255975,0,On-Time
ORD-1102,Mega Corp,Raw Materials,2023-09-26,2023-10-09,2023-10-09,745,745,0,36,40.196074933128884,0,On-Time
ORD-1103,Vanguard Parts,Packaging,2023-08-22,2023-08-30,2023-08-30,910,910,0,15,14.595668068545821,0,Delayed
ORD-1104,Vanguard Parts,Chemicals,2023-07-10,2023-07-20,2023-07-20,110,107,0,99,100.58857245533235,0,On-Time
ORD-1105,Zenith Suppliers,Packaging,2023-11-19,2023-11-29,2023-11-29,533,533,0,56,54.475251091783676,0,On-Time
ORD-1106,Beta Corp,Components,2023-09-25,2023-10-09,2023-10-10,773,773,0,48,48.93118409461749,0,On-Time
ORD-1107,Speedy Supply,Electronics,2023-09-09,2023-09-17,2023-09-23,972,972,48,98,93.91979924297961,0,On-Time
ORD-1108,Fusion Materials,Packaging,2023-10-27,2023-11-09,2023-11-09,506,506,0,61,64.11243274593524,0,On-Time
ORD-1109,Alpha Parts,Components,2023-07-08,2023-07-19,2023-07-19,135,108,16,44,41.99715349863781,0,On-Time
ORD-1110,Global Parts Inc,Electronics,2023-09-01,2023-09-14,2023-09-14,831,831,0,46,52.3566611566994,1,On-Time
ORD-1111,Vertex Solutions,Tools,2023-01-12,2023-01-21,2023-01-23,438,429,0,18,19.364759315285664,0,On-Time
ORD-1112,Swift Transport,Raw Materials,2023-02-12,2023-02-23,2023-02-23,403,403,0,31,31.94426951661214,0,On-Time
ORD-1113,Atlas Logistics,Packaging,2023-04-28,2023-05-09,2023-05-09,161,161,0,27,30.020570411084936,0,On-Time
ORD-1114,Omega Industries,Electronics,2023-05-10,2023-05-17,2023-05-25,562,449,44,70,69.47437388471687,1,On-Time
ORD-1115,Alpha Parts,Raw Materials,2023-05-28,2023-06-05,2023-06-13,473,331,49,23,25.462924354865507,0,On-Time
ORD-1116,Elite Materials,Raw Materials,2023-06-12,2023-06-23,2023-06-23,566,566,5,93,95.97900812744297,0,On-Time
ORD-1117,Quality First,Components,2023-08-10,2023-08-15,2023-08-15,364,364,0,95,97.00900239053126,0,Delayed
ORD-1118,Apex Logistics,Tools,2023-03-16,2023-03-29,2023-03-30,490,490,0,22,22.434835624991482,0,On-Time
ORD-1119,Vanguard Parts,Chemicals,2023-03-22,2023-04-01,2023-04-01,798,798,7,81,87.11442464845557,0,On-Time
ORD-1120,Speedy Supply,Packaging,2023-12-06,2023-12-16,2023-12-22,782,703,14,41,45.92597908358826,0,On-Time
ORD-1121,Nexus Trading,Electronics,2023-12-06,2023-12-14,2023-12-14,661,661,0,37,38.472660597400996,0,On-Time
ORD-1122,Phoenix Trading,Machinery,2023-07-08,2023-07-14,2023-07-14,448,448,0,35,34.17319862331663,0,On-Time
ORD-1123,Fusion Materials,Packaging,2023-08-19,2023-08-26,2023-08-27,760,744,0,80,84.32771175785703,0,On-Time
ORD-1124,Speedy Supply,Raw Materials,2023-10-02,2023-10-15,2023-10-17,456,456,0,78,76.38290332298884,0,On-Time
ORD-1125,Speedy Supply,Components,2023-07-07,2023-07-12,2023-07-12,691,656,0,89,85.06662888280346,0,On-Time
ORD-1126,Phoenix Trading,Raw Materials,2023-10-01,2023-10-14,2023-10-15,879,879,0,64,64.18913279041857,0,On-Time
ORD-1127,Global Parts Inc,Raw Materials,2023-01-20,2023-02-01,2023-02-01,452,452,4,54,52.13423008671421,0,On-Time
ORD-1128,Quality First,Electronics,2023-10-02,2023-10-07,2023-10-07,969,969,0,34,36.57598893235429,0,Under Review
ORD-1129,Swift Transport,Chemicals,2023-09-06,2023-09-11,2023-09-15,187,177,0,84,81.22995997063929,0,On-Time
ORD-1130,Global Parts Inc,Packaging,2023-12-23,2023-12-31,2023-12-31,853,853,0,68,68.98447854522172,0,Delayed
ORD-1131,Vanguard Parts,Electronics,2023-11-03,2023-11-16,2023-11-16,272,272,2,32,30.673696600104627,0,On-Time
ORD-1132,Zenith Suppliers,Electronics,2023-02-07,2023-02-16,2023-02-17,333,333,0,81,78.37047355150311,0,On-Time
ORD-1133,Phoenix Trading,Chemicals,2023-04-30,2023-05-07,2023-05-07,982,982,0,69,75.49227067216366,0,Delayed
ORD-1134,Titan Supply,Electronics,2023-06-02,2023-06-10,2023-06-10,148,148,0,68,65.17906717875513,0,On-Time
ORD-1135,Nova Logistics,Tools,2023-12-08,2023-12-18,2023-12-30,738,442,88,38,39.36874102604484,0,On-Time
ORD-1136,Fusion Materials,Machinery,2023-12-30,2024-01-08,2024-01-09,676,676,0,14,14.065437454097172,0,On-Time
ORD-1137,Prime Suppliers,Fasteners,2023-10-28,2023-11-06,2023-11-08,544,544,0,13,12.895896899799826,0,Under Review
ORD-1138,Titan Supply,Chemicals,2023-08-05,2023-08-10,2023-08-10,932,932,0,15,16.3446622537786,0,On-Time
ORD-1139,Phoenix Trading,Machinery,2023-12-21,2023-12-27,2023-12-28,352,352,0,48,46.14545955177937,0,On-Time
ORD-1140,Horizon Industries,Raw Materials,2023-10-06,2023-10-13,2023-10-14,756,756,7,88,96.34770414352231,0,On-Time
ORD-1141,Titan Supply,Chemicals,2023-12-04,2023-12-09,2023-12-09,757,741,0,76,83.39899047447247,0,On-Time
ORD-1142,Mega Corp,Tools,2023-06-17,2023-06-27,2023-06-28,190,190,0,30,33.60580906116525,0,On-Time
ORD-1143,Zenith Suppliers,Chemicals,2023-10-07,2023-10-19,2023-10-19,791,791,0,42,43.558357030757854,0,On-Time
ORD-1144,Nova Logistics,Raw Materials,2023-01-21,2023-01-30,2023-02-04,274,191,9,64,69.01873546653884,0,On-Time
ORD-1145,Titan Supply,Components,2023-03-11,2023-03-21,2023-03-21,229,229,0,20,21.933405911862813,0,On-Time
ORD-1146,Vertex Solutions,Chemicals,2023-12-19,2023-12-27,2023-12-27,714,714,0,76,81.22330948495657,0,On-Time
ORD-1147,Quality First,Tools,2023-03-21,2023-04-01,2023-04-02,720,720,0,85,89.30017919514255,0,On-Time
ORD-1148,Omega Industries,Fasteners,2023-05-16,2023-05-23,2023-05-31,301,301,30,43,43.777484319557836,0,On-Time
ORD-1149,Precision Parts,Packaging,2023-07-20,2023-07-31,2023-07-31,588,588,0,99,99.15485212665848,0,On-Time
ORD-1150,Precision Parts,Components,2023-11-14,2023-11-19,2023-11-19,221,221,0,41,39.11281403044958,1,On-Time
ORD-1151,Apex Logistics,Raw Materials,2023-01-11,2023-01-24,2023-01-25,580,580,0,76,85.73056074074009,0,On-Time
ORD-1152,Horizon Industries,Packaging,2023-05-18,2023-05-24,2023-05-24,383,383,3,56,59.00187726004751,0,On-Time
ORD-1153,Atlas Logistics,Raw Materials,2023-02-18,2023-02-26,2023-02-26,568,568,0,30,28.88237619948971,0,On-Time
ORD-1154,Stellar Components,Raw Materials,2023-02-25,2023-03-09,2023-03-09,672,672,0,62,64.19449601550372,0,On-Time
ORD-1155,Mega Corp,Components,2023-08-12,2023-08-25,2023-08-25,452,452,0,59,60.61111655063019,1,Under Review
ORD-1156,Elite Materials,Tools,2023-08-24,2023-09-03,2023-09-03,644,644,6,79,89.40823189299049,0,On-Time
ORD-1157,Apex Logistics,Tools,2023-11-22,2023-12-06,2023-12-06,990,990,0,87,85.43262929165239,0,On-Time
ORD-1158,Vertex Solutions,Raw Materials,2023-12-13,2023-12-27,2023-12-27,494,494,0,84,88.77582168732197,0,On-Time
ORD-1159,Swift Transport,Raw Materials,2023-12-23,2023-12-29,2024-01-02,997,947,0,62,59.3067692191289,0,On-Time
ORD-1160,Zenith Suppliers,Machinery,2023-01-31,2023-02-10,2023-02-10,409,409,0,83,93.46475655403918,0,On-Time
ORD-1161,Prime Suppliers,Packaging,2023-09-22,2023-09-27,2023-09-27,704,704,14,53,52.99967035677028,0,On-Time
ORD-1162,Horizon Industries,Fasteners,2023-11-21,2023-12-05,2023-12-05,845,845,0,73,77.66114425842198,0,Delayed
ORD-1163,Swift Transport,Machinery,2023-05-15,2023-05-29,2023-06-02,418,418,20,85,83.69705667663857,0,On-Time
ORD-1164,Quality First,Fasteners,2023-03-19,2023-03-29,2023-03-30,199,199,0,45,48.7318240250375,0,On-Time
ORD-1165,Phoenix Trading,Packaging,2023-01-03,2023-01-14,2023-01-14,323,323,3,82,79.77163408016258,0,On-Time
ORD-1166,Delta Manufacturing,Raw Materials,2023-02-13,2023-02-19,2023-02-19,740,740,7,81,81.73155292193867,0,On-Time
ORD-1167,Swift Transport,Tools,2023-04-30,2023-05-14,2023-05-14,950,902,18,71,77.30507329491283,0,On-Time
ORD-1168,Quality First,Chemicals,2023-06-13,2023-06-22,2023-06-22,823,823,0,48,46.67219316622477,0,On-Time
ORD-1169,Quality First,Machinery,2023-10-01,2023-10-14,2023-10-14,914,914,0,90,95.84451744244359,1,On-Time
ORD-1170,Swift Transport,Components,2023-03-01,2023-03-12,2023-03-14,727,727,0,99,111.78543949972303,0,On-Time
ORD-1171,Quality First,Raw Materials,2023-08-05,2023-08-14,2023-08-14,648,648,0,34,33.448166168674376,0,On-Time
ORD-1172,Nova Logistics,Electronics,2023-01-10,2023-01-15,2023-01-15,504,403,40,68,76.16503233649796,0,On-Time
ORD-1173,Nexus Trading,Packaging,2023-10-09,2023-10-14,2023-10-15,220,220,0,61,67.01724116188952,0,Delayed
ORD-1174,Alpha Parts,Chemicals,2023-05-12,2023-05-24,2023-05-24,878,878,131,58,58.646480841709284,0,On-Time
ORD-1175,Mega Corp,Chemicals,2023-07-02,2023-07-07,2023-07-07,598,598,0,32,32.83786863355658,0,Delayed
ORD-1176,Global Parts Inc,Packaging,2023-09-25,2023-10-06,2023-10-06,814,814,0,40,41.07510593110442,0,On-Time
ORD-1177,Omega Industries,Raw Materials,2023-02-02,2023-02-16,2023-02-16,506,506,25,36,34.63701921707718,0,On-Time
ORD-1178,Stellar Components,Packaging,2023-08-31,2023-09-13,2023-09-13,221,221,0,75,77.54629526806974,0,On-Time
ORD-1179,Atlas Logistics,Machinery,2023-07-17,2023-07-30,2023-07-30,145,145,0,75,75.46971152692039,0,On-Time
ORD-1180,Swift Transport,Machinery,2023-12-26,2024-01-01,2024-01-01,381,381,7,13,12.527550991704873,0,On-Time
ORD-1181,Beta Corp,Components,2023-02-11,2023-02-23,2023-02-23,551,551,0,26,28.80602456116776,0,On-Time
ORD-1182,Quantum Logistics,Tools,2023-10-22,2023-10-31,2023-10-31,752,752,0,56,61.90498675712075,0,On-Time
ORD-1183,Stellar Components,Tools,2023-05-07,2023-05-18,2023-05-18,715,715,0,32,34.67686235159533,0,On-Time
ORD-1184,Stellar Components,Tools,2023-01-01,2023-01-10,2023-01-11,967,967,0,32,31.505004854418775,0,On-Time
ORD-1185,Delta Manufacturing,Fasteners,2023-02-08,2023-02-22,2023-02-22,974,974,0,96,93.29515603920063,0,Under Review
ORD-1186,Delta Manufacturing,Fasteners,2023-10-22,2023-11-01,2023-11-01,315,315,0,94,105.42849179150012,0,On-Time
ORD-1187,Swift Transport,Chemicals,2023-07-06,2023-07-13,2023-07-15,172,172,0,92,95.80922517451147,0,Delayed
ORD-1188,Atlas Logistics,Machinery,2023-03-24,2023-04-04,2023-04-04,823,823,0,59,64.5681311189101,0,On-Time
ORD-1189,Horizon Industries,Electronics,2023-05-03,2023-05-12,2023-05-12,337,337,0,57,57.49843824653072,0,On-Time
ORD-1190,Alpha Parts,Machinery,2023-06-12,2023-06-19,2023-07-01,443,443,88,89,88.89254331848474,0,On-Time
ORD-1191,Delta Manufacturing,Fasteners,2023-08-20,2023-08-31,2023-08-31,905,905,0,71,77.57040262518841,0,On-Time
ORD-1192,Delta Manufacturing,Electronics,2023-08-19,2023-08-25,2023-08-25,138,138,0,65,72.52894788068836,0,On-Time
ORD-1193,Horizon Industries,Tools,2023-10-06,2023-10-12,2023-10-12,161,161,0,12,13.093034670650669,0,On-Time
ORD-1194,Delta Manufacturing,Chemicals,2023-01-19,2023-01-27,2023-01-27,395,395,0,71,79.86869179028345,0,On-Time
ORD-1195,Nova Logistics,Electronics,2023-05-27,2023-06-06,2023-06-14,964,771,38,92,91.54770768225758,0,On-Time
ORD-1196,Beta Corp,Machinery,2023-06-07,2023-06-13,2023-06-14,777,777,0,67,74.31890717669057,0,On-Time
ORD-1197,Vanguard Parts,Packaging,2023-04-20,2023-05-01,2023-05-01,896,896,8,35,39.439430054226186,0,On-Time
ORD-1198,Apex Logistics,Machinery,2023-10-07,2023-10-13,2023-10-14,415,415,0,97,108.54765098418146,0,On-Time
ORD-1199,Vertex Solutions,Packaging,2023-07-07,2023-07-18,2023-07-19,971,951,0,14,15.376746803288828,0,On-Time
ORD-1200,Stellar Components,Electronics,2023-09-15,2023-09-22,2023-09-23,219,214,0,45,43.33391105454027,0,Under Review
ORD-1201,Omega Industries,Tools,2023-08-08,2023-08-22,2023-08-30,139,111,22,90,87.02988751504776,0,On-Time
ORD-1202,Stellar Components,Machinery,2023-04-20,2023-04-27,2023-04-27,655,655,0,63,68.30420343737802,0,On-Time
ORD-1203,Fusion Materials,Machinery,2023-12-29,2024-01-09,2024-01-10,610,610,0,52,51.00039652536316,0,On-Time
ORD-1204,Nexus Trading,Chemicals,2023-04-21,2023-04-27,2023-04-27,409,409,0,88,93.40563581157707,0,On-Time
ORD-1205,Atlas Logistics,Fasteners,2023-01-20,2023-02-01,2023-02-01,829,829,0,78,76.83948139694887,0,On-Time
ORD-1206,Vertex Solutions,Raw Materials,2023-09-11,2023-09-17,2023-09-17,778,778,0,58,61.133450664266874,0,On-Time
ORD-1207,Omega Industries,Raw Materials,2023-07-17,2023-07-30,2023-08-11,832,499,74,87,88.14712554927918,0,On-Time
ORD-1208,Prime Suppliers,Packaging,2023-10-22,2023-10-27,2023-10-27,851,851,0,22,21.268838556809314,0,Delayed
ORD-1209,Phoenix Trading,Tools,2023-02-09,2023-02-22,2023-02-22,576,564,5,68,77.63334873359574,0,On-Time
ORD-1210,Alpha Parts,Components,2023-07-26,2023-08-09,2023-08-14,633,379,37,14,15.617142514064968,0,Delayed
ORD-1211,Titan Supply,Components,2023-08-07,2023-08-21,2023-08-21,927,927,0,10,10.016115186331028,0,On-Time
ORD-1212,Vertex Solutions,Machinery,2023-11-14,2023-11-24,2023-11-24,967,967,0,93,93.92806885424214,0,On-Time
ORD-1213,Atlas Logistics,Raw Materials,2023-01-24,2023-02-07,2023-02-07,152,152,0,15,16.037730185765326,0,On-Time
ORD-1214,Titan Supply,Machinery,2023-12-27,2024-01-07,2024-01-07,183,183,0,53,54.122122081465754,0,On-Time
ORD-1215,Titan Supply,Electronics,2023-04-30,2023-05-10,2023-05-10,152,148,0,90,97.15090688641317,0,On-Time
